,,,,,,,"annotation layer, embedded in images",
2401.03166,9,uri:{https://www.tensorflow.org/tutorials/generative/cvae},https://www.tensorflow.org/tutorials/generative/cvae,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.03166,6,uri:{https://github.com/Vibhu04/Deblurring-Variational-Autoencoders-with-STFT},https://github.com/Vibhu04/Deblurring-Variational-Autoencoders-with-STFT,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2401.03166,9,uri:{https://bartwronski.com/2021/07/06/comparing-images-in-frequency-domain-spectral-loss-does-it-make-sense/},https://bartwronski.com/2021/07/06/comparing-images-in-frequency-domain-spectral-loss-does-it-make-sense/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes","embedded in references, split across lines",,
2401.04820,15,uri:{https://drive.google.com/file/d/1Lp3ueOd7AxmAl2Y0jJ2U2XlEFa6q8AcT/view?usp=drive_link},https://drive.google.com/file/d/1Lp3ueOd7AxmAl2Y0jJ2U2XlEFa6q8AcT/view?usp=drive_link,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.48550/arXiv.2005.08314},https://doi.org/10.48550/arXiv.2005.08314,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,15,uri:{https://doi.org/10.48550/arXiv.1909.11942},https://doi.org/10.48550/arXiv.1909.11942,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,15,uri:{https://doi.org/10.48550/arXiv.1810.04805},https://doi.org/10.48550/arXiv.1810.04805,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.3390/sym12101681},https://doi.org/10.3390/sym12101681,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.3390/app13137429},https://doi.org/10.3390/app13137429,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,13,uri:{https://doi.org/10.1186/s13635-016-0034-3},https://doi.org/10.1186/s13635-016-0034-3,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,14,uri:{https://doi.org/10.1177/1748006X221140194},https://doi.org/10.1177/1748006X221140194,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,15,uri:{https://doi.org/10.1162/tacl_a_00448},https://doi.org/10.1162/tacl_a_00448,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,14,uri:{https://doi.org/10.1155/2022/3241216},https://doi.org/10.1155/2022/3241216,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,13,uri:{https://doi.org/10.1145/3372297.3417233},https://doi.org/10.1145/3372297.3417233,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.1111/exsy.13518},https://doi.org/10.1111/exsy.13518,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.1109/WI-IAT55865.2022.00028},https://doi.org/10.1109/WI-IAT55865.2022.00028,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,13,uri:{https://doi.org/10.1109/INFCOM.2010.5462216},https://doi.org/10.1109/INFCOM.2010.5462216,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,13,uri:{https://doi.org/10.1109/IJCNN48605.2020.9207707},https://doi.org/10.1109/IJCNN48605.2020.9207707,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,15,uri:{https://doi.org/10.1109/ACCESS.2022.3152828},https://doi.org/10.1109/ACCESS.2022.3152828,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,13,uri:{https://doi.org/10.1093/comjnl/bxab062},https://doi.org/10.1093/comjnl/bxab062,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.1038/s41598-022-10841-5},https://doi.org/10.1038/s41598-022-10841-5,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.1016/j.procs.2021.07.040},https://doi.org/10.1016/j.procs.2021.07.040,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,12,uri:{https://doi.org/10.1007/s40558-019-00160-3},https://doi.org/10.1007/s40558-019-00160-3,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,13,uri:{https://doi.org/10.1007/s12652-019-01311-4},https://doi.org/10.1007/s12652-019-01311-4,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,13,uri:{https://doi.org/10.1007/s12652-018-0798-z},https://doi.org/10.1007/s12652-018-0798-z,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,13,uri:{https://doi.org/10.1007/s11235-021-00850-6},https://doi.org/10.1007/s11235-021-00850-6,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,15,uri:{https://doi.org/10.1007/978-3-319-60801-3_27},https://doi.org/10.1007/978-3-319-60801-3_27,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,14,uri:{https://doi.org/10.1007/978-3-031-06971-0_22},https://doi.org/10.1007/978-3-031-06971-0_22,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.04820,12,uri:{https://cybermacs.eu/},https://cybermacs.eu/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,
2401.04820,13,uri:{https://apwg.org/trendsreports/},https://apwg.org/trendsreports/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
2401.04820,13,,https://doi.org/10.1049/ise2.12106 ,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
2401.04820,15,,https://doi.org/10.1023/A:1024218716736,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
2401.05191,1,,www.aaai.org,Footer,URLs without scheme,embedded in footnotes,,
2401.05191,5,,https://grouplens.org/datasets/movielens/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,
2401.05191,5,,https://jmcauley.ucsd.edu/data/amazon/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes, URLs with subdomain",embedded in footnotes,,
2401.05191,6,,https://github.com/Riwei-HEU/AHNS,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
2401.07917,14,uri:{https://www.glowconsortium.de/},https://www.glowconsortium.de/,References,"URLs with trailing slashes, ""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2023ApJ...951L...8A},https://ui.adsabs.harvard.edu/abs/2023ApJ...951L...8A,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2023ApJ...951L...6R},https://ui.adsabs.harvard.edu/abs/2023ApJ...951L...6R,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2023A&A...678A..50E},https://ui.adsabs.harvard.edu/abs/2023A&A...678A..50E,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2023A&A...678A..49E},https://ui.adsabs.harvard.edu/abs/2023A&A...678A..49E,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2023A&A...678A..48E},https://ui.adsabs.harvard.edu/abs/2023A&A...678A..48E,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2022PASA...39...53T},https://ui.adsabs.harvard.edu/abs/2022PASA...39...53T,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2022JApA...43...98J},https://ui.adsabs.harvard.edu/abs/2022JApA...43...98J,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2022ApJ...929...39H},https://ui.adsabs.harvard.edu/abs/2022ApJ...929...39H,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2021MNRAS.508.4970C},https://ui.adsabs.harvard.edu/abs/2021MNRAS.508.4970C,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2137R},https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2137R,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2021A&A...647A..84T},https://ui.adsabs.harvard.edu/abs/2021A&A...647A..84T,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2020PASA...37...20K},https://ui.adsabs.harvard.edu/abs/2020PASA...37...20K,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
2401.07917,16,uri:{https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.3132S},https://ui.adsabs.harvard.edu/abs/2020MNRAS.493.3132S,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
